valueCategory,temporal,temporal_type,georegion,georegion_type,pathogen,type,subtype,testResult,testResult_type,value,prctPathogenType,prctPathogenSubtype,prctTypeSubtype,prctPathogen,lowerCiPathogen,upperCiPathogen,prctPathogenMean3w,prctSamples,dataComplete,defaultView
detections,2023-W22,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,0,NA,NA,NA,0,0,16.1,0,NA,TRUE,FALSE
detections,2023-W22,week,CH,country,other,all,all,positive,pcr,3,NA,NA,NA,15,5.2,36,16.8,NA,TRUE,FALSE
samples,2023-W22,week,CH,country,all,all,all,negative,pcr,6,NA,NA,NA,NA,NA,NA,NA,30,TRUE,FALSE
samples,2023-W22,week,CH,country,any,all,all,positive,pcr,14,NA,NA,NA,NA,NA,NA,NA,70,TRUE,FALSE
samples,2023-W22,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2023-W23,week,CH,country,sars-cov-2,all,all,positive,pcr,2,NA,NA,NA,5.6,1.5,18.1,12.9,NA,TRUE,TRUE
detections,2023-W23,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,9.6,0,NA,TRUE,FALSE
detections,2023-W23,week,CH,country,adenovirus,all,all,positive,pcr,0,NA,NA,NA,0,0,9.6,3.1,NA,TRUE,FALSE
detections,2023-W23,week,CH,country,rhinovirus,all,all,positive,pcr,10,NA,NA,NA,27.8,15.8,44,26.5,NA,TRUE,FALSE
detections,2023-W23,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,0,NA,NA,NA,0,0,9.6,0,NA,TRUE,FALSE
detections,2023-W23,week,CH,country,other,all,all,positive,pcr,4,NA,NA,NA,11.1,4.4,25.3,10.1,NA,TRUE,FALSE
samples,2023-W23,week,CH,country,all,all,all,negative,pcr,20,NA,NA,NA,NA,NA,NA,NA,55.6,TRUE,FALSE
samples,2023-W23,week,CH,country,any,all,all,positive,pcr,16,NA,NA,NA,NA,NA,NA,NA,44.4,TRUE,FALSE
samples,2023-W23,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2023-W24,week,CH,country,sars-cov-2,all,all,positive,pcr,3,NA,NA,NA,13,4.5,32.1,7.8,NA,TRUE,TRUE
detections,2023-W24,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,14.3,0,NA,TRUE,FALSE
detections,2023-W24,week,CH,country,adenovirus,all,all,positive,pcr,1,NA,NA,NA,4.3,0.2,21,3,NA,TRUE,FALSE
detections,2023-W24,week,CH,country,rhinovirus,all,all,positive,pcr,5,NA,NA,NA,21.7,9.7,41.9,30.8,NA,TRUE,FALSE
detections,2023-W24,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,0,NA,NA,NA,0,0,14.3,0,NA,TRUE,FALSE
detections,2023-W24,week,CH,country,other,all,all,positive,pcr,1,NA,NA,NA,4.3,0.2,21,8.3,NA,TRUE,FALSE
samples,2023-W24,week,CH,country,all,all,all,negative,pcr,13,NA,NA,NA,NA,NA,NA,NA,56.5,TRUE,FALSE
samples,2023-W24,week,CH,country,any,all,all,positive,pcr,10,NA,NA,NA,NA,NA,NA,NA,43.5,TRUE,FALSE
samples,2023-W24,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2023-W25,week,CH,country,sars-cov-2,all,all,positive,pcr,1,NA,NA,NA,4.8,0.2,22.7,11.1,NA,TRUE,TRUE
detections,2023-W25,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,15.5,2.6,NA,TRUE,FALSE
detections,2023-W25,week,CH,country,adenovirus,all,all,positive,pcr,1,NA,NA,NA,4.8,0.2,22.7,10.7,NA,TRUE,FALSE
detections,2023-W25,week,CH,country,rhinovirus,all,all,positive,pcr,9,NA,NA,NA,42.9,24.5,63.5,29.2,NA,TRUE,FALSE
detections,2023-W25,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,0,NA,NA,NA,0,0,15.5,0,NA,TRUE,FALSE
detections,2023-W25,week,CH,country,other,all,all,positive,pcr,2,NA,NA,NA,9.5,2.7,28.9,7.2,NA,TRUE,FALSE
samples,2023-W25,week,CH,country,all,all,all,negative,pcr,8,NA,NA,NA,NA,NA,NA,NA,38.1,TRUE,FALSE
samples,2023-W25,week,CH,country,any,all,all,positive,pcr,13,NA,NA,NA,NA,NA,NA,NA,61.9,TRUE,FALSE
samples,2023-W25,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2023-W26,week,CH,country,sars-cov-2,all,all,positive,pcr,2,NA,NA,NA,15.4,4.3,42.2,8.2,NA,TRUE,TRUE
detections,2023-W26,week,CH,country,influenza,all,all,positive,pcr,1,NA,NA,NA,7.7,0.4,33.3,2.6,NA,TRUE,FALSE
detections,2023-W26,week,CH,country,adenovirus,all,all,positive,pcr,3,NA,NA,NA,23.1,8.2,50.3,9.3,NA,TRUE,FALSE
detections,2023-W26,week,CH,country,rhinovirus,all,all,positive,pcr,3,NA,NA,NA,23.1,8.2,50.3,36.5,NA,TRUE,FALSE
detections,2023-W26,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,0,NA,NA,NA,0,0,22.8,0,NA,TRUE,FALSE
detections,2023-W26,week,CH,country,other,all,all,positive,pcr,1,NA,NA,NA,7.7,0.4,33.3,7.2,NA,TRUE,FALSE
samples,2023-W26,week,CH,country,all,all,all,negative,pcr,5,NA,NA,NA,NA,NA,NA,NA,38.5,TRUE,FALSE
samples,2023-W26,week,CH,country,any,all,all,positive,pcr,8,NA,NA,NA,NA,NA,NA,NA,61.5,TRUE,FALSE
samples,2023-W26,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2023-W27,week,CH,country,sars-cov-2,all,all,positive,pcr,1,NA,NA,NA,4.3,0.2,21,10.3,NA,TRUE,TRUE
detections,2023-W27,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,14.3,2.6,NA,TRUE,FALSE
detections,2023-W27,week,CH,country,adenovirus,all,all,positive,pcr,0,NA,NA,NA,0,0,14.3,7.7,NA,TRUE,FALSE
detections,2023-W27,week,CH,country,rhinovirus,all,all,positive,pcr,10,NA,NA,NA,43.5,25.6,63.2,33.3,NA,TRUE,FALSE
detections,2023-W27,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,0,NA,NA,NA,0,0,14.3,0,NA,TRUE,FALSE
detections,2023-W27,week,CH,country,other,all,all,positive,pcr,1,NA,NA,NA,4.3,0.2,21,5.9,NA,TRUE,FALSE
samples,2023-W27,week,CH,country,all,all,all,negative,pcr,12,NA,NA,NA,NA,NA,NA,NA,52.2,TRUE,FALSE
samples,2023-W27,week,CH,country,any,all,all,positive,pcr,11,NA,NA,NA,NA,NA,NA,NA,47.8,TRUE,FALSE
samples,2023-W27,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2023-W28,week,CH,country,sars-cov-2,all,all,positive,pcr,2,NA,NA,NA,11.1,3.1,32.8,10.3,NA,TRUE,TRUE
detections,2023-W28,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,17.6,0,NA,TRUE,FALSE
detections,2023-W28,week,CH,country,adenovirus,all,all,positive,pcr,0,NA,NA,NA,0,0,17.6,0,NA,TRUE,FALSE
detections,2023-W28,week,CH,country,rhinovirus,all,all,positive,pcr,6,NA,NA,NA,33.3,16.3,56.3,30.7,NA,TRUE,FALSE
detections,2023-W28,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,0,NA,NA,NA,0,0,17.6,0,NA,TRUE,FALSE
detections,2023-W28,week,CH,country,other,all,all,positive,pcr,1,NA,NA,NA,5.6,0.3,25.8,5.9,NA,TRUE,FALSE
samples,2023-W28,week,CH,country,all,all,all,negative,pcr,9,NA,NA,NA,NA,NA,NA,NA,50,TRUE,FALSE
samples,2023-W28,week,CH,country,any,all,all,positive,pcr,9,NA,NA,NA,NA,NA,NA,NA,50,TRUE,FALSE
samples,2023-W28,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2023-W29,week,CH,country,sars-cov-2,all,all,positive,pcr,2,NA,NA,NA,15.4,4.3,42.2,14,NA,TRUE,TRUE
detections,2023-W29,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,22.8,0,NA,TRUE,FALSE
detections,2023-W29,week,CH,country,adenovirus,all,all,positive,pcr,0,NA,NA,NA,0,0,22.8,0,NA,TRUE,FALSE
detections,2023-W29,week,CH,country,rhinovirus,all,all,positive,pcr,2,NA,NA,NA,15.4,4.3,42.2,23.9,NA,TRUE,FALSE
detections,2023-W29,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,0,NA,NA,NA,0,0,22.8,0,NA,TRUE,FALSE
detections,2023-W29,week,CH,country,other,all,all,positive,pcr,1,NA,NA,NA,7.7,0.4,33.3,12.1,NA,TRUE,FALSE
samples,2023-W29,week,CH,country,all,all,all,negative,pcr,8,NA,NA,NA,NA,NA,NA,NA,61.5,TRUE,FALSE
samples,2023-W29,week,CH,country,any,all,all,positive,pcr,5,NA,NA,NA,NA,NA,NA,NA,38.5,TRUE,FALSE
samples,2023-W29,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2023-W30,week,CH,country,sars-cov-2,all,all,positive,pcr,2,NA,NA,NA,15.4,4.3,42.2,10.3,NA,TRUE,TRUE
detections,2023-W30,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,22.8,0,NA,TRUE,FALSE
detections,2023-W30,week,CH,country,adenovirus,all,all,positive,pcr,0,NA,NA,NA,0,0,22.8,0,NA,TRUE,FALSE
detections,2023-W30,week,CH,country,rhinovirus,all,all,positive,pcr,3,NA,NA,NA,23.1,8.2,50.3,22.8,NA,TRUE,FALSE
detections,2023-W30,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,0,NA,NA,NA,0,0,22.8,0,NA,TRUE,FALSE
detections,2023-W30,week,CH,country,other,all,all,positive,pcr,3,NA,NA,NA,23.1,8.2,50.3,16.9,NA,TRUE,FALSE
samples,2023-W30,week,CH,country,all,all,all,negative,pcr,5,NA,NA,NA,NA,NA,NA,NA,38.5,TRUE,FALSE
samples,2023-W30,week,CH,country,any,all,all,positive,pcr,8,NA,NA,NA,NA,NA,NA,NA,61.5,TRUE,FALSE
samples,2023-W30,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2023-W31,week,CH,country,sars-cov-2,all,all,positive,pcr,0,NA,NA,NA,0,0,27.8,16.7,NA,TRUE,TRUE
detections,2023-W31,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,27.8,2.9,NA,TRUE,FALSE
detections,2023-W31,week,CH,country,adenovirus,all,all,positive,pcr,0,NA,NA,NA,0,0,27.8,1.4,NA,TRUE,FALSE
detections,2023-W31,week,CH,country,rhinovirus,all,all,positive,pcr,3,NA,NA,NA,30,10.8,60.3,24.9,NA,TRUE,FALSE
detections,2023-W31,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,0,NA,NA,NA,0,0,27.8,0,NA,TRUE,FALSE
detections,2023-W31,week,CH,country,other,all,all,positive,pcr,2,NA,NA,NA,20,5.7,51,18.7,NA,TRUE,FALSE
samples,2023-W31,week,CH,country,all,all,all,negative,pcr,5,NA,NA,NA,NA,NA,NA,NA,50,TRUE,FALSE
samples,2023-W31,week,CH,country,any,all,all,positive,pcr,5,NA,NA,NA,NA,NA,NA,NA,50,TRUE,FALSE
samples,2023-W31,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2023-W32,week,CH,country,sars-cov-2,all,all,positive,pcr,8,NA,NA,NA,34.8,18.8,55.1,24.9,NA,TRUE,TRUE
detections,2023-W32,week,CH,country,influenza,all,all,positive,pcr,2,NA,NA,NA,8.7,2.4,26.8,2.9,NA,TRUE,FALSE
detections,2023-W32,week,CH,country,adenovirus,all,all,positive,pcr,1,NA,NA,NA,4.3,0.2,21,2.5,NA,TRUE,FALSE
detections,2023-W32,week,CH,country,rhinovirus,all,all,positive,pcr,5,NA,NA,NA,21.7,9.7,41.9,26.1,NA,TRUE,FALSE
detections,2023-W32,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,0,NA,NA,NA,0,0,14.3,0,NA,TRUE,FALSE
detections,2023-W32,week,CH,country,other,all,all,positive,pcr,3,NA,NA,NA,13,4.5,32.1,13.2,NA,TRUE,FALSE
samples,2023-W32,week,CH,country,all,all,all,negative,pcr,6,NA,NA,NA,NA,NA,NA,NA,26.1,TRUE,FALSE
samples,2023-W32,week,CH,country,any,all,all,positive,pcr,16,NA,NA,NA,NA,NA,NA,NA,69.6,TRUE,FALSE
samples,2023-W32,week,CH,country,all,all,all,unknown,pcr,1,NA,NA,NA,NA,NA,NA,NA,4.3,TRUE,FALSE
detections,2023-W33,week,CH,country,sars-cov-2,all,all,positive,pcr,12,NA,NA,NA,40,24.6,57.7,31.6,NA,TRUE,TRUE
detections,2023-W33,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,11.4,4.2,NA,TRUE,FALSE
detections,2023-W33,week,CH,country,adenovirus,all,all,positive,pcr,1,NA,NA,NA,3.3,0.2,16.7,3.9,NA,TRUE,FALSE
detections,2023-W33,week,CH,country,rhinovirus,all,all,positive,pcr,8,NA,NA,NA,26.7,14.2,44.4,22.8,NA,TRUE,FALSE
detections,2023-W33,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,0,NA,NA,NA,0,0,11.4,0,NA,TRUE,FALSE
detections,2023-W33,week,CH,country,other,all,all,positive,pcr,2,NA,NA,NA,6.7,1.8,21.3,9.2,NA,TRUE,FALSE
samples,2023-W33,week,CH,country,all,all,all,negative,pcr,8,NA,NA,NA,NA,NA,NA,NA,26.7,TRUE,FALSE
samples,2023-W33,week,CH,country,any,all,all,positive,pcr,22,NA,NA,NA,NA,NA,NA,NA,73.3,TRUE,FALSE
samples,2023-W33,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2023-W34,week,CH,country,sars-cov-2,all,all,positive,pcr,5,NA,NA,NA,20,8.9,39.1,31.4,NA,TRUE,TRUE
detections,2023-W34,week,CH,country,influenza,all,all,positive,pcr,1,NA,NA,NA,4,0.2,19.5,1.3,NA,TRUE,FALSE
detections,2023-W34,week,CH,country,adenovirus,all,all,positive,pcr,1,NA,NA,NA,4,0.2,19.5,3.3,NA,TRUE,FALSE
detections,2023-W34,week,CH,country,rhinovirus,all,all,positive,pcr,5,NA,NA,NA,20,8.9,39.1,21.7,NA,TRUE,FALSE
detections,2023-W34,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,0,NA,NA,NA,0,0,13.3,0,NA,TRUE,FALSE
detections,2023-W34,week,CH,country,other,all,all,positive,pcr,2,NA,NA,NA,8,2.2,25,7.5,NA,TRUE,FALSE
samples,2023-W34,week,CH,country,all,all,all,negative,pcr,11,NA,NA,NA,NA,NA,NA,NA,44,TRUE,FALSE
samples,2023-W34,week,CH,country,any,all,all,positive,pcr,14,NA,NA,NA,NA,NA,NA,NA,56,TRUE,FALSE
samples,2023-W34,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2023-W35,week,CH,country,sars-cov-2,all,all,positive,pcr,13,NA,NA,NA,34.2,21.2,50.1,34,NA,TRUE,TRUE
detections,2023-W35,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,9.2,1.3,NA,TRUE,FALSE
detections,2023-W35,week,CH,country,adenovirus,all,all,positive,pcr,1,NA,NA,NA,2.6,0.1,13.5,2.2,NA,TRUE,FALSE
detections,2023-W35,week,CH,country,rhinovirus,all,all,positive,pcr,7,NA,NA,NA,18.4,9.2,33.4,21.9,NA,TRUE,FALSE
detections,2023-W35,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,0,NA,NA,NA,0,0,9.2,0,NA,TRUE,FALSE
detections,2023-W35,week,CH,country,other,all,all,positive,pcr,3,NA,NA,NA,7.9,2.7,20.8,7.6,NA,TRUE,FALSE
samples,2023-W35,week,CH,country,all,all,all,negative,pcr,15,NA,NA,NA,NA,NA,NA,NA,39.5,TRUE,FALSE
samples,2023-W35,week,CH,country,any,all,all,positive,pcr,23,NA,NA,NA,NA,NA,NA,NA,60.5,TRUE,FALSE
samples,2023-W35,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2023-W36,week,CH,country,sars-cov-2,all,all,positive,pcr,21,NA,NA,NA,47.7,33.8,62.1,31.5,NA,TRUE,TRUE
detections,2023-W36,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,8,0,NA,TRUE,FALSE
detections,2023-W36,week,CH,country,adenovirus,all,all,positive,pcr,0,NA,NA,NA,0,0,8,1.7,NA,TRUE,FALSE
detections,2023-W36,week,CH,country,rhinovirus,all,all,positive,pcr,12,NA,NA,NA,27.3,16.3,41.8,26.9,NA,TRUE,FALSE
detections,2023-W36,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,0,NA,NA,NA,0,0,8,0,NA,TRUE,FALSE
detections,2023-W36,week,CH,country,other,all,all,positive,pcr,3,NA,NA,NA,6.8,2.3,18.2,7.4,NA,TRUE,FALSE
samples,2023-W36,week,CH,country,all,all,all,negative,pcr,11,NA,NA,NA,NA,NA,NA,NA,25,TRUE,FALSE
samples,2023-W36,week,CH,country,any,all,all,positive,pcr,33,NA,NA,NA,NA,NA,NA,NA,75,TRUE,FALSE
samples,2023-W36,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2023-W37,week,CH,country,sars-cov-2,all,all,positive,pcr,5,NA,NA,NA,12.5,5.5,26.1,31.5,NA,TRUE,TRUE
detections,2023-W37,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,8.8,1.9,NA,TRUE,FALSE
detections,2023-W37,week,CH,country,adenovirus,all,all,positive,pcr,1,NA,NA,NA,2.5,0.1,12.9,1.8,NA,TRUE,FALSE
detections,2023-W37,week,CH,country,rhinovirus,all,all,positive,pcr,14,NA,NA,NA,35,22.1,50.5,30.3,NA,TRUE,FALSE
detections,2023-W37,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,0,NA,NA,NA,0,0,8.8,0,NA,TRUE,FALSE
detections,2023-W37,week,CH,country,other,all,all,positive,pcr,3,NA,NA,NA,7.5,2.6,19.9,8.6,NA,TRUE,FALSE
samples,2023-W37,week,CH,country,all,all,all,negative,pcr,17,NA,NA,NA,NA,NA,NA,NA,42.5,TRUE,FALSE
samples,2023-W37,week,CH,country,any,all,all,positive,pcr,23,NA,NA,NA,NA,NA,NA,NA,57.5,TRUE,FALSE
samples,2023-W37,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2023-W38,week,CH,country,sars-cov-2,all,all,positive,pcr,12,NA,NA,NA,34.3,20.8,50.8,24.3,NA,TRUE,TRUE
detections,2023-W38,week,CH,country,influenza,all,all,positive,pcr,2,NA,NA,NA,5.7,1.6,18.6,1.9,NA,TRUE,FALSE
detections,2023-W38,week,CH,country,adenovirus,all,all,positive,pcr,1,NA,NA,NA,2.9,0.1,14.5,1.8,NA,TRUE,FALSE
detections,2023-W38,week,CH,country,rhinovirus,all,all,positive,pcr,10,NA,NA,NA,28.6,16.3,45.1,30.7,NA,TRUE,FALSE
detections,2023-W38,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,0,NA,NA,NA,0,0,9.9,0,NA,TRUE,FALSE
detections,2023-W38,week,CH,country,other,all,all,positive,pcr,4,NA,NA,NA,11.4,4.5,26,7.9,NA,TRUE,FALSE
samples,2023-W38,week,CH,country,all,all,all,negative,pcr,10,NA,NA,NA,NA,NA,NA,NA,28.6,TRUE,FALSE
samples,2023-W38,week,CH,country,any,all,all,positive,pcr,25,NA,NA,NA,NA,NA,NA,NA,71.4,TRUE,FALSE
samples,2023-W38,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2023-W39,week,CH,country,sars-cov-2,all,all,positive,pcr,11,NA,NA,NA,26.2,15.3,41.1,28.3,NA,TRUE,TRUE
detections,2023-W39,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,8.4,1.9,NA,TRUE,FALSE
detections,2023-W39,week,CH,country,adenovirus,all,all,positive,pcr,0,NA,NA,NA,0,0,8.4,1,NA,TRUE,FALSE
detections,2023-W39,week,CH,country,rhinovirus,all,all,positive,pcr,12,NA,NA,NA,28.6,17.2,43.6,32.9,NA,TRUE,FALSE
detections,2023-W39,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,0,NA,NA,NA,0,0,8.4,0,NA,TRUE,FALSE
detections,2023-W39,week,CH,country,other,all,all,positive,pcr,2,NA,NA,NA,4.8,1.3,15.8,8.7,NA,TRUE,FALSE
samples,2023-W39,week,CH,country,all,all,all,negative,pcr,20,NA,NA,NA,NA,NA,NA,NA,47.6,TRUE,FALSE
samples,2023-W39,week,CH,country,any,all,all,positive,pcr,22,NA,NA,NA,NA,NA,NA,NA,52.4,TRUE,FALSE
samples,2023-W39,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2023-W40,week,CH,country,sars-cov-2,all,all,positive,pcr,10,NA,NA,NA,24.4,13.8,39.3,22.6,NA,TRUE,TRUE
detections,2023-W40,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,8.6,0.5,NA,TRUE,FALSE
detections,2023-W40,week,CH,country,adenovirus,all,all,positive,pcr,0,NA,NA,NA,0,0,8.6,0,NA,TRUE,FALSE
detections,2023-W40,week,CH,country,rhinovirus,all,all,positive,pcr,17,NA,NA,NA,41.5,27.8,56.6,37.7,NA,TRUE,FALSE
detections,2023-W40,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,0,NA,NA,NA,0,0,8.6,1,NA,TRUE,FALSE
detections,2023-W40,week,CH,country,other,all,all,positive,pcr,4,NA,NA,NA,9.8,3.9,22.5,7.2,NA,TRUE,FALSE
samples,2023-W40,week,CH,country,all,all,all,negative,pcr,12,NA,NA,NA,NA,NA,NA,NA,29.3,TRUE,FALSE
samples,2023-W40,week,CH,country,any,all,all,positive,pcr,29,NA,NA,NA,NA,NA,NA,NA,70.7,TRUE,FALSE
samples,2023-W40,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2023-W41,week,CH,country,sars-cov-2,all,all,positive,pcr,12,NA,NA,NA,17.1,10.1,27.6,22.8,NA,TRUE,TRUE
detections,2023-W41,week,CH,country,influenza,all,all,positive,pcr,1,NA,NA,NA,1.4,0.1,7.7,0.5,NA,TRUE,FALSE
detections,2023-W41,week,CH,country,adenovirus,all,all,positive,pcr,0,NA,NA,NA,0,0,5.2,0,NA,TRUE,FALSE
detections,2023-W41,week,CH,country,rhinovirus,all,all,positive,pcr,30,NA,NA,NA,42.9,31.9,54.5,36.6,NA,TRUE,FALSE
detections,2023-W41,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,2,NA,NA,NA,2.9,0.8,9.8,1,NA,TRUE,FALSE
detections,2023-W41,week,CH,country,other,all,all,positive,pcr,5,NA,NA,NA,7.1,3.1,15.7,9.6,NA,TRUE,FALSE
samples,2023-W41,week,CH,country,all,all,all,negative,pcr,22,NA,NA,NA,NA,NA,NA,NA,31.4,TRUE,FALSE
samples,2023-W41,week,CH,country,any,all,all,positive,pcr,48,NA,NA,NA,NA,NA,NA,NA,68.6,TRUE,FALSE
samples,2023-W41,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2023-W42,week,CH,country,sars-cov-2,all,all,positive,pcr,18,NA,NA,NA,26.9,17.7,38.5,25.6,NA,TRUE,TRUE
detections,2023-W42,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,5.4,1.5,NA,TRUE,FALSE
detections,2023-W42,week,CH,country,adenovirus,all,all,positive,pcr,0,NA,NA,NA,0,0,5.4,1,NA,TRUE,FALSE
detections,2023-W42,week,CH,country,rhinovirus,all,all,positive,pcr,17,NA,NA,NA,25.4,16.5,36.9,29,NA,TRUE,FALSE
detections,2023-W42,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,0,NA,NA,NA,0,0,5.4,1.5,NA,TRUE,FALSE
detections,2023-W42,week,CH,country,other,all,all,positive,pcr,8,NA,NA,NA,11.9,6.2,21.8,8.4,NA,TRUE,FALSE
samples,2023-W42,week,CH,country,all,all,all,negative,pcr,26,NA,NA,NA,NA,NA,NA,NA,38.8,TRUE,FALSE
samples,2023-W42,week,CH,country,any,all,all,positive,pcr,41,NA,NA,NA,NA,NA,NA,NA,61.2,TRUE,FALSE
samples,2023-W42,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2023-W43,week,CH,country,sars-cov-2,all,all,positive,pcr,21,NA,NA,NA,32.8,22.6,45,31,NA,TRUE,TRUE
detections,2023-W43,week,CH,country,influenza,all,all,positive,pcr,2,NA,NA,NA,3.1,0.9,10.7,2,NA,TRUE,FALSE
detections,2023-W43,week,CH,country,adenovirus,all,all,positive,pcr,2,NA,NA,NA,3.1,0.9,10.7,1,NA,TRUE,FALSE
detections,2023-W43,week,CH,country,rhinovirus,all,all,positive,pcr,12,NA,NA,NA,18.8,11.1,30,21,NA,TRUE,FALSE
detections,2023-W43,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,1,NA,NA,NA,1.6,0.1,8.3,1,NA,TRUE,FALSE
detections,2023-W43,week,CH,country,other,all,all,positive,pcr,4,NA,NA,NA,6.2,2.5,15,8,NA,TRUE,FALSE
samples,2023-W43,week,CH,country,all,all,all,negative,pcr,24,NA,NA,NA,NA,NA,NA,NA,37.5,TRUE,FALSE
samples,2023-W43,week,CH,country,any,all,all,positive,pcr,40,NA,NA,NA,NA,NA,NA,NA,62.5,TRUE,FALSE
samples,2023-W43,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2023-W44,week,CH,country,sars-cov-2,all,all,positive,pcr,23,NA,NA,NA,33.3,23.4,45.1,35.4,NA,TRUE,TRUE
detections,2023-W44,week,CH,country,influenza,all,all,positive,pcr,2,NA,NA,NA,2.9,0.8,10,2,NA,TRUE,FALSE
detections,2023-W44,week,CH,country,adenovirus,all,all,positive,pcr,0,NA,NA,NA,0,0,5.3,1.9,NA,TRUE,FALSE
detections,2023-W44,week,CH,country,rhinovirus,all,all,positive,pcr,13,NA,NA,NA,18.8,11.4,29.6,20,NA,TRUE,FALSE
detections,2023-W44,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,1,NA,NA,NA,1.4,0.1,7.8,1,NA,TRUE,FALSE
detections,2023-W44,week,CH,country,other,all,all,positive,pcr,4,NA,NA,NA,5.8,2.3,14,5.7,NA,TRUE,FALSE
