valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,value,popExtrapolation,totalConsultationsExtrapolation,incValue,prctConsultations,prct,trend,dataComplete
consultations,2022-W16,week,CH,country,all,agegroup_ili_ari,female,5339.8,70088.4,3717.7,119.85,2.26,52.1,falling,TRUE
consultations,2022-W16,week,CH,country,all,agegroup_ili_ari,male,4916.2,69803.8,3401.3,111.74,2.29,47.9,stagnant,TRUE
consultations,2022-W17,week,CH,country,all,agegroup_ili_ari,female,3645.4,100226,5666.6,81.82,1.45,48.4,falling,TRUE
consultations,2022-W17,week,CH,country,all,agegroup_ili_ari,male,3890.6,99509.9,5169.4,88.43,1.7,51.6,falling,TRUE
consultations,2022-W18,week,CH,country,all,agegroup_ili_ari,female,3890,104231.6,5918.1,87.31,1.54,56.6,stagnant,TRUE
consultations,2022-W18,week,CH,country,all,agegroup_ili_ari,male,2980.3,103329.9,5350.9,67.74,1.31,43.4,falling,TRUE
consultations,2022-W19,week,CH,country,all,agegroup_ili_ari,female,3415.5,100448.7,6073.6,76.66,1.27,57.1,stagnant,TRUE
consultations,2022-W19,week,CH,country,all,agegroup_ili_ari,male,2566.3,99426.2,5472.4,58.33,1.06,42.9,falling,TRUE
consultations,2022-W20,week,CH,country,all,agegroup_ili_ari,female,3645,105121.2,6317.9,81.81,1.36,57.4,stagnant,TRUE
consultations,2022-W20,week,CH,country,all,agegroup_ili_ari,male,2700.1,104292.9,5742.1,61.37,1.11,42.6,stagnant,TRUE
consultations,2022-W21,week,CH,country,all,agegroup_ili_ari,female,2164.9,84378.3,4829.2,48.59,0.85,49.5,falling,TRUE
consultations,2022-W21,week,CH,country,all,agegroup_ili_ari,male,2205.1,83797.9,4392.8,50.12,0.96,50.5,falling,TRUE
consultations,2022-W22,week,CH,country,all,agegroup_ili_ari,female,2737,100932.1,5949.4,61.43,1.04,50.1,stagnant,TRUE
consultations,2022-W22,week,CH,country,all,agegroup_ili_ari,male,2726.5,100054.3,5404.6,61.97,1.15,49.9,stagnant,TRUE
consultations,2022-W23,week,CH,country,all,agegroup_ili_ari,female,4673.7,83886.7,5130.9,104.9,1.72,57.6,rising,TRUE
consultations,2022-W23,week,CH,country,all,agegroup_ili_ari,male,3446.7,82971.1,4635.1,78.34,1.4,42.4,rising,TRUE
consultations,2022-W24,week,CH,country,all,agegroup_ili_ari,female,4154.2,100810.3,6106.6,93.24,1.54,47.3,stagnant,TRUE
consultations,2022-W24,week,CH,country,all,agegroup_ili_ari,male,4624.9,99886.5,5532.4,105.12,1.9,52.7,rising,TRUE
consultations,2022-W25,week,CH,country,all,agegroup_ili_ari,female,5756.4,104491.6,6319.4,129.2,2.14,51.8,rising,TRUE
consultations,2022-W25,week,CH,country,all,agegroup_ili_ari,male,5346.4,103685.1,5739.6,121.52,2.2,48.2,rising,TRUE
consultations,2022-W26,week,CH,country,all,agegroup_ili_ari,female,6414,97250.5,5892.2,143.96,2.38,48.4,rising,TRUE
consultations,2022-W26,week,CH,country,all,agegroup_ili_ari,male,6833.5,96572.3,5387.8,155.32,2.78,51.6,rising,TRUE
consultations,2022-W27,week,CH,country,all,agegroup_ili_ari,female,7578.2,88775.6,5189.3,170.09,2.91,59.5,rising,TRUE
consultations,2022-W27,week,CH,country,all,agegroup_ili_ari,male,5154.6,87913.4,4687.7,117.16,2.2,40.5,stagnant,TRUE
consultations,2022-W28,week,CH,country,all,agegroup_ili_ari,female,6750,88449.2,4710.1,151.5,2.84,52.2,stagnant,TRUE
consultations,2022-W28,week,CH,country,all,agegroup_ili_ari,male,6174,87650.2,4216.9,140.33,2.92,47.8,stagnant,TRUE
consultations,2022-W29,week,CH,country,all,agegroup_ili_ari,female,5859.3,103414.1,4935.9,131.51,2.76,51.9,falling,TRUE
consultations,2022-W29,week,CH,country,all,agegroup_ili_ari,male,5425.2,102184.7,4387.1,123.31,2.87,48.1,stagnant,TRUE
consultations,2022-W30,week,CH,country,all,agegroup_ili_ari,female,4978,104719.9,4225.8,111.73,2.77,58,falling,TRUE
consultations,2022-W30,week,CH,country,all,agegroup_ili_ari,male,3605.1,103739.5,3817.2,81.94,2.23,42,falling,TRUE
consultations,2022-W31,week,CH,country,all,agegroup_ili_ari,female,3339.3,101400.2,3332,74.95,2.28,57,falling,TRUE
consultations,2022-W31,week,CH,country,all,agegroup_ili_ari,male,2523.6,101120.5,3068,57.36,1.89,43,falling,TRUE
consultations,2022-W32,week,CH,country,all,agegroup_ili_ari,female,4644.8,108395.5,4777.4,104.25,2.37,58.4,stagnant,TRUE
consultations,2022-W32,week,CH,country,all,agegroup_ili_ari,male,3306.8,107773.9,4353.6,75.16,1.86,41.6,stagnant,TRUE
consultations,2022-W33,week,CH,country,all,agegroup_ili_ari,female,4313.3,106390.9,5447.2,96.81,1.89,54.6,stagnant,TRUE
consultations,2022-W33,week,CH,country,all,agegroup_ili_ari,male,3588.3,105447.2,4913.8,81.56,1.75,45.4,stagnant,TRUE
consultations,2022-W34,week,CH,country,all,agegroup_ili_ari,female,4440.3,99332.9,5819.4,99.66,1.7,62,stagnant,TRUE
consultations,2022-W34,week,CH,country,all,agegroup_ili_ari,male,2724.7,98491.4,5268.6,61.93,1.16,38,falling,TRUE
consultations,2022-W35,week,CH,country,all,agegroup_ili_ari,female,4811.9,96294.3,5742.6,108,1.81,52.4,stagnant,TRUE
consultations,2022-W35,week,CH,country,all,agegroup_ili_ari,male,4379.8,95428,5185.4,99.55,1.83,47.6,rising,TRUE
consultations,2022-W36,week,CH,country,all,agegroup_ili_ari,female,3777.8,96711.3,5647.8,84.79,1.45,49.5,falling,TRUE
consultations,2022-W36,week,CH,country,all,agegroup_ili_ari,male,3858,95792,5089.2,87.69,1.65,50.5,stagnant,TRUE
consultations,2022-W37,week,CH,country,all,agegroup_ili_ari,female,5514,101005.5,6047.8,123.76,2.07,53.5,rising,TRUE
consultations,2022-W37,week,CH,country,all,agegroup_ili_ari,male,4791.2,100092,5474.2,108.9,1.99,46.5,stagnant,TRUE
consultations,2022-W38,week,CH,country,all,agegroup_ili_ari,female,5755.1,97543.3,5814.9,129.17,2.17,53,stagnant,TRUE
consultations,2022-W38,week,CH,country,all,agegroup_ili_ari,male,5096.1,96692.5,5253.1,115.83,2.13,47,stagnant,TRUE
consultations,2022-W39,week,CH,country,all,agegroup_ili_ari,female,7085.9,92431.9,5538.2,159.04,2.65,56.8,rising,TRUE
consultations,2022-W39,week,CH,country,all,agegroup_ili_ari,male,5380.3,91583.2,4989.8,122.29,2.24,43.2,stagnant,TRUE
consultations,2022-W40,week,CH,country,all,agegroup_ili_ari,female,6747.7,88480.5,4741,151.45,2.83,52.8,stagnant,TRUE
consultations,2022-W40,week,CH,country,all,agegroup_ili_ari,male,6042,88110.7,4306,137.33,2.81,47.2,rising,TRUE
consultations,2022-W41,week,CH,country,all,agegroup_ili_ari,female,5956.9,95738.4,4554.6,133.7,2.81,53.5,falling,TRUE
consultations,2022-W41,week,CH,country,all,agegroup_ili_ari,male,5184.1,95050.5,4164.4,117.83,2.69,46.5,stagnant,TRUE
consultations,2022-W42,week,CH,country,all,agegroup_ili_ari,female,6327.1,99286.8,5402.2,142.01,2.61,52.5,stagnant,TRUE
consultations,2022-W42,week,CH,country,all,agegroup_ili_ari,male,5715.1,98534.3,4948.8,129.9,2.59,47.5,stagnant,TRUE
consultations,2022-W43,week,CH,country,all,agegroup_ili_ari,female,5731.5,100276.8,6393,128.64,2.02,53.4,stagnant,TRUE
consultations,2022-W43,week,CH,country,all,agegroup_ili_ari,male,5000.2,99424.6,5765,113.65,1.96,46.6,stagnant,TRUE
consultations,2022-W44,week,CH,country,all,agegroup_ili_ari,female,5318.9,99682.2,6187.2,119.38,1.92,52.1,stagnant,TRUE
consultations,2022-W44,week,CH,country,all,agegroup_ili_ari,male,4899,98783.5,5582.8,111.35,1.97,47.9,stagnant,TRUE
consultations,2022-W45,week,CH,country,all,agegroup_ili_ari,female,5725.2,98834.4,6535.8,128.5,1.94,55.3,stagnant,TRUE
consultations,2022-W45,week,CH,country,all,agegroup_ili_ari,male,4620.5,98077,5934.2,105.02,1.74,44.7,stagnant,TRUE
consultations,2022-W46,week,CH,country,all,agegroup_ili_ari,female,5200.8,104517.7,6923.6,116.73,1.76,52.7,stagnant,TRUE
consultations,2022-W46,week,CH,country,all,agegroup_ili_ari,male,4672.9,103565.5,6264.4,106.21,1.76,47.3,stagnant,TRUE
consultations,2022-W47,week,CH,country,all,agegroup_ili_ari,female,5743,106284.1,6979.1,128.9,1.96,52.8,stagnant,TRUE
consultations,2022-W47,week,CH,country,all,agegroup_ili_ari,male,5133.1,105421.4,6346.9,116.67,1.94,47.2,stagnant,TRUE
consultations,2022-W48,week,CH,country,all,agegroup_ili_ari,female,7859.8,107704.7,6989.8,176.41,2.72,57.7,rising,TRUE
consultations,2022-W48,week,CH,country,all,agegroup_ili_ari,male,5773.6,106682,6348.2,131.23,2.21,42.3,rising,TRUE
consultations,2022-W49,week,CH,country,all,agegroup_ili_ari,female,8215.8,100327.4,6656,184.4,2.78,50.1,stagnant,TRUE
consultations,2022-W49,week,CH,country,all,agegroup_ili_ari,male,8178.9,99514.9,6059,185.9,3.05,49.9,rising,TRUE
consultations,2022-W50,week,CH,country,all,agegroup_ili_ari,female,9634.8,107747.7,7398.2,216.25,3.15,50.4,rising,TRUE
consultations,2022-W50,week,CH,country,all,agegroup_ili_ari,male,9475.9,106786.5,6726.8,215.38,3.42,49.6,rising,TRUE
consultations,2022-W51,week,CH,country,all,agegroup_ili_ari,female,15327.1,102904.2,7030,344.01,5.04,53.9,rising,TRUE
consultations,2022-W51,week,CH,country,all,agegroup_ili_ari,male,13107.4,102041.4,6406,297.92,4.75,46.1,rising,TRUE
consultations,2022-W52,week,CH,country,all,agegroup_ili_ari,female,9555.5,90922.9,2786.6,214.47,7,57.5,stagnant,TRUE
consultations,2022-W52,week,CH,country,all,agegroup_ili_ari,male,7074.6,90174.2,2545.4,160.8,5.7,42.5,falling,TRUE
consultations,2023-W01,week,CH,country,all,agegroup_ili_ari,female,6369.5,98166.3,3991.6,140.58,3.46,56.7,falling,TRUE
consultations,2023-W01,week,CH,country,all,agegroup_ili_ari,male,4867.6,97371.9,3671.4,108.86,2.89,43.3,falling,TRUE
consultations,2023-W02,week,CH,country,all,agegroup_ili_ari,female,6723.8,98384.6,6556.9,148.4,2.23,50.9,stagnant,TRUE
consultations,2023-W02,week,CH,country,all,agegroup_ili_ari,male,6491.1,97124.8,5967.1,145.17,2.36,49.1,stagnant,TRUE
consultations,2023-W03,week,CH,country,all,agegroup_ili_ari,female,5289.8,91650.2,6199,116.75,1.73,56.1,falling,TRUE
consultations,2023-W03,week,CH,country,all,agegroup_ili_ari,male,4141.8,90684.4,5668,92.63,1.48,43.9,falling,TRUE
consultations,2023-W04,week,CH,country,all,agegroup_ili_ari,female,4651.4,88644.4,5872.9,102.66,1.55,53.9,falling,TRUE
consultations,2023-W04,week,CH,country,all,agegroup_ili_ari,male,3980.4,87616.6,5362.1,89.02,1.45,46.1,stagnant,TRUE
consultations,2023-W05,week,CH,country,all,agegroup_ili_ari,female,5020.7,94759.6,6180.9,110.81,1.7,47.1,stagnant,TRUE
consultations,2023-W05,week,CH,country,all,agegroup_ili_ari,male,5633.5,93656.9,5658.1,125.99,2.09,52.9,rising,TRUE
consultations,2023-W06,week,CH,country,all,agegroup_ili_ari,female,7173.7,92212.7,5937,158.33,2.46,53.9,rising,TRUE
consultations,2023-W06,week,CH,country,all,agegroup_ili_ari,male,6140.1,91027.3,5443,137.32,2.3,46.1,stagnant,TRUE
consultations,2023-W07,week,CH,country,all,agegroup_ili_ari,female,5636.4,95658.4,6030.2,124.4,1.97,51.7,stagnant,TRUE
consultations,2023-W07,week,CH,country,all,agegroup_ili_ari,male,5257.5,94406,5526.8,117.58,2.01,48.3,stagnant,TRUE
consultations,2023-W08,week,CH,country,all,agegroup_ili_ari,female,6567.5,93134,5885.7,144.95,2.29,50,stagnant,TRUE
consultations,2023-W08,week,CH,country,all,agegroup_ili_ari,male,6556,92073.6,5402.3,146.62,2.5,50,stagnant,TRUE
consultations,2023-W09,week,CH,country,all,agegroup_ili_ari,female,5713.4,91992.6,5684,126.1,2.04,53,stagnant,TRUE
consultations,2023-W09,week,CH,country,all,agegroup_ili_ari,male,5064.3,90937.8,5170,113.26,1.99,47,stagnant,TRUE
consultations,2023-W10,week,CH,country,all,agegroup_ili_ari,female,6026.1,106018.6,6675.1,133,2.11,51.7,stagnant,TRUE
consultations,2023-W10,week,CH,country,all,agegroup_ili_ari,male,5631.3,104811.3,6090.9,125.94,2.17,48.3,stagnant,TRUE
consultations,2023-W11,week,CH,country,all,agegroup_ili_ari,female,4256.3,94743.5,6239.6,93.94,1.43,45.9,falling,TRUE
consultations,2023-W11,week,CH,country,all,agegroup_ili_ari,male,5016,93598.2,5696.4,112.18,1.84,54.1,stagnant,TRUE
consultations,2023-W12,week,CH,country,all,agegroup_ili_ari,female,5042,94354.5,5915.7,111.28,1.77,49.3,stagnant,TRUE
consultations,2023-W12,week,CH,country,all,agegroup_ili_ari,male,5187.7,93083.9,5389.3,116.02,2,50.7,stagnant,TRUE
consultations,2023-W13,week,CH,country,all,agegroup_ili_ari,female,3757.9,100074,5912.4,82.94,1.4,51.6,falling,TRUE
consultations,2023-W13,week,CH,country,all,agegroup_ili_ari,male,3523.5,98988.9,5416.6,78.8,1.44,48.4,falling,TRUE
consultations,2023-W14,week,CH,country,all,agegroup_ili_ari,female,4144.4,87461.1,5007.8,91.47,1.6,58.9,stagnant,TRUE
consultations,2023-W14,week,CH,country,all,agegroup_ili_ari,male,2892.1,86583.8,4581.2,64.68,1.22,41.1,falling,TRUE
consultations,2023-W15,week,CH,country,all,agegroup_ili_ari,female,2846.8,70027.1,3871.1,62.83,1.14,61.2,falling,TRUE
consultations,2023-W15,week,CH,country,all,agegroup_ili_ari,male,1802.4,69463.3,3532.9,40.31,0.79,38.8,falling,TRUE
consultations,2023-W16,week,CH,country,all,agegroup_ili_ari,female,1937.9,100537.2,5299.6,42.77,0.81,51.9,falling,TRUE
consultations,2023-W16,week,CH,country,all,agegroup_ili_ari,male,1793,99740.5,4850.4,40.1,0.82,48.1,stagnant,TRUE
consultations,2023-W17,week,CH,country,all,agegroup_ili_ari,female,1972.3,105677.5,5842.4,43.53,0.79,47.9,stagnant,TRUE
consultations,2023-W17,week,CH,country,all,agegroup_ili_ari,male,2141.8,104377.1,5318.6,47.9,0.94,52.1,rising,TRUE
consultations,2023-W18,week,CH,country,all,agegroup_ili_ari,female,1945.1,97840.6,5430.3,42.93,0.77,44.7,stagnant,TRUE
consultations,2023-W18,week,CH,country,all,agegroup_ili_ari,male,2405.2,96672.2,4969.7,53.79,1.05,55.3,rising,TRUE
consultations,2023-W19,week,CH,country,all,agegroup_ili_ari,female,1898,102649.6,6057.1,41.89,0.71,53.1,stagnant,TRUE
consultations,2023-W19,week,CH,country,all,agegroup_ili_ari,male,1675,101440.9,5521.9,37.46,0.69,46.9,falling,TRUE
consultations,2023-W20,week,CH,country,all,agegroup_ili_ari,female,1581.3,74496.4,4381.1,34.9,0.59,54.2,falling,TRUE
consultations,2023-W20,week,CH,country,all,agegroup_ili_ari,male,1335.2,73671.7,3998.9,29.86,0.55,45.8,falling,TRUE
consultations,2023-W21,week,CH,country,all,agegroup_ili_ari,female,1826.4,94268.6,5314.9,40.31,0.71,53.6,stagnant,TRUE
consultations,2023-W21,week,CH,country,all,agegroup_ili_ari,male,1581.1,93323.1,4862.1,35.36,0.68,46.4,stagnant,TRUE
consultations,2023-W22,week,CH,country,all,agegroup_ili_ari,female,886.2,86909.2,4999.3,19.56,0.34,51.6,falling,TRUE
consultations,2023-W22,week,CH,country,all,agegroup_ili_ari,male,832.1,85994.9,4585.7,18.61,0.35,48.4,falling,TRUE
consultations,2023-W23,week,CH,country,all,agegroup_ili_ari,female,1363.3,99711.3,5949.8,30.09,0.5,50.1,stagnant,TRUE
consultations,2023-W23,week,CH,country,all,agegroup_ili_ari,male,1359.8,98650.7,5458.2,30.41,0.55,49.9,stagnant,TRUE
consultations,2023-W24,week,CH,country,all,agegroup_ili_ari,female,1434.9,104193.9,6136.6,31.67,0.54,68.8,stagnant,TRUE
consultations,2023-W24,week,CH,country,all,agegroup_ili_ari,male,650.1,103160.1,5622.4,14.54,0.27,31.2,falling,TRUE
consultations,2023-W25,week,CH,country,all,agegroup_ili_ari,female,898,95877.7,5642.4,19.82,0.34,52.9,falling,TRUE
consultations,2023-W25,week,CH,country,all,agegroup_ili_ari,male,800.8,94920.8,5165.6,17.91,0.33,47.1,stagnant,TRUE
consultations,2023-W26,week,CH,country,all,agegroup_ili_ari,female,488,92840.1,5457.2,10.77,0.18,50.1,falling,TRUE
consultations,2023-W26,week,CH,country,all,agegroup_ili_ari,male,486.9,91798.1,4986.8,10.89,0.2,49.9,falling,TRUE
consultations,2023-W27,week,CH,country,all,agegroup_ili_ari,female,723.6,93899.8,5340.3,15.97,0.28,48.5,stagnant,TRUE
consultations,2023-W27,week,CH,country,all,agegroup_ili_ari,male,769.1,93025.9,4889.7,17.2,0.33,51.5,stagnant,TRUE
consultations,2023-W28,week,CH,country,all,agegroup_ili_ari,female,821.9,93715.2,4845.3,18.14,0.35,47.3,rising,TRUE
consultations,2023-W28,week,CH,country,all,agegroup_ili_ari,male,915.7,92779.8,4410.7,20.48,0.43,52.7,rising,TRUE
consultations,2023-W29,week,CH,country,all,agegroup_ili_ari,female,583.1,93238.8,4334.7,12.87,0.28,43,falling,TRUE
consultations,2023-W29,week,CH,country,all,agegroup_ili_ari,male,773.6,92462.3,3963.3,17.3,0.4,57,stagnant,TRUE
consultations,2023-W30,week,CH,country,all,agegroup_ili_ari,female,839.1,91793.8,3613.6,18.52,0.47,60.9,stagnant,TRUE
consultations,2023-W30,week,CH,country,all,agegroup_ili_ari,male,539.7,91125.2,3308.4,12.07,0.33,39.1,falling,TRUE
consultations,2023-W31,week,CH,country,all,agegroup_ili_ari,female,965.1,84513.8,2781.1,21.3,0.65,54.6,rising,TRUE
consultations,2023-W31,week,CH,country,all,agegroup_ili_ari,male,802.2,83605.3,2514.9,17.94,0.6,45.4,stagnant,TRUE
consultations,2023-W32,week,CH,country,all,agegroup_ili_ari,female,1825.9,96773.1,4212.7,40.3,0.93,62,rising,TRUE
consultations,2023-W32,week,CH,country,all,agegroup_ili_ari,male,1119.2,95902.9,3824.3,25.03,0.63,38,rising,TRUE
consultations,2023-W33,week,CH,country,all,agegroup_ili_ari,female,1338,101584.5,5083.7,29.53,0.59,50.9,stagnant,TRUE
consultations,2023-W33,week,CH,country,all,agegroup_ili_ari,male,1290,100533.6,4619.3,28.85,0.63,49.1,rising,TRUE
consultations,2023-W34,week,CH,country,all,agegroup_ili_ari,female,1577.2,103419.8,5929.7,34.81,0.61,64.3,stagnant,TRUE
consultations,2023-W34,week,CH,country,all,agegroup_ili_ari,male,875.1,102219.5,5393.3,19.57,0.37,35.7,falling,TRUE
consultations,2023-W35,week,CH,country,all,agegroup_ili_ari,female,2077.4,98146,5710.6,45.85,0.79,50.1,rising,TRUE
consultations,2023-W35,week,CH,country,all,agegroup_ili_ari,male,2071.1,97151.8,5238.4,46.32,0.86,49.9,rising,TRUE
consultations,2023-W36,week,CH,country,all,agegroup_ili_ari,female,2468.9,99094.2,5635.9,54.49,0.96,47,rising,TRUE
consultations,2023-W36,week,CH,country,all,agegroup_ili_ari,male,2781.7,98057.2,5162.1,62.21,1.18,53,rising,TRUE
consultations,2023-W37,week,CH,country,all,agegroup_ili_ari,female,2473.4,95249.5,5580.3,54.59,0.93,46.9,stagnant,TRUE
consultations,2023-W37,week,CH,country,all,agegroup_ili_ari,male,2800.9,94186.7,5090.7,62.64,1.16,53.1,stagnant,TRUE
consultations,2023-W38,week,CH,country,all,agegroup_ili_ari,female,2901.6,98375,5740.6,64.04,1.1,58.9,rising,TRUE
consultations,2023-W38,week,CH,country,all,agegroup_ili_ari,male,2022,97296.4,5226.4,45.22,0.84,41.1,falling,TRUE
consultations,2023-W39,week,CH,country,all,agegroup_ili_ari,female,2487.5,96534.7,5641.6,54.9,0.94,55.3,stagnant,TRUE
consultations,2023-W39,week,CH,country,all,agegroup_ili_ari,male,2009.4,95679.9,5141.4,44.94,0.84,44.7,stagnant,TRUE
consultations,2023-W40,week,CH,country,all,agegroup_ili_ari,female,3914.7,90274.2,4756.9,86.4,1.64,54.6,rising,TRUE
consultations,2023-W40,week,CH,country,all,agegroup_ili_ari,male,3249.4,89444.5,4313.1,72.67,1.51,45.4,rising,TRUE
consultations,2023-W41,week,CH,country,all,agegroup_ili_ari,female,4006.7,93854.9,4320.7,88.43,1.92,55.8,stagnant,TRUE
consultations,2023-W41,week,CH,country,all,agegroup_ili_ari,male,3173.3,92990.7,3964.3,70.97,1.66,44.2,stagnant,TRUE
consultations,2023-W42,week,CH,country,all,agegroup_ili_ari,female,3941,100017.4,5323.4,86.98,1.63,53.1,stagnant,TRUE
consultations,2023-W42,week,CH,country,all,agegroup_ili_ari,male,3474.3,99105,4898.6,77.7,1.57,46.9,stagnant,TRUE
consultations,2023-W43,week,CH,country,all,agegroup_ili_ari,female,5815.8,96605.2,5983.9,128.36,2.07,53.1,rising,TRUE
consultations,2023-W43,week,CH,country,all,agegroup_ili_ari,male,5139.4,95699.5,5434.1,114.94,2.02,46.9,rising,TRUE
consultations,2023-W44,week,CH,country,all,agegroup_ili_ari,female,4305.7,97861.4,5916.3,95.03,1.57,53.8,stagnant,TRUE
consultations,2023-W44,week,CH,country,all,agegroup_ili_ari,male,3699.6,96683.4,5389.7,82.74,1.48,46.2,stagnant,TRUE
consultations,2023-W45,week,CH,country,all,agegroup_ili_ari,female,6114.9,94102.7,6101.9,134.96,2.08,55.5,stagnant,TRUE
consultations,2023-W45,week,CH,country,all,agegroup_ili_ari,male,4901.5,93046,5563.1,109.62,1.83,44.5,stagnant,TRUE
consultations,2023-W46,week,CH,country,all,agegroup_ili_ari,female,6880.1,98125,6367.4,151.85,2.34,59.1,rising,TRUE
consultations,2023-W46,week,CH,country,all,agegroup_ili_ari,male,4751.7,96924.7,5801.6,106.27,1.78,40.9,stagnant,TRUE
consultations,2023-W47,week,CH,country,all,agegroup_ili_ari,female,7356.3,98544.1,6320.6,162.36,2.53,59.1,stagnant,TRUE
consultations,2023-W47,week,CH,country,all,agegroup_ili_ari,male,5090.7,97499.9,5785.4,113.85,1.92,40.9,stagnant,TRUE
consultations,2023-W48,week,CH,country,all,agegroup_ili_ari,female,7285.2,95774.8,6093.1,160.79,2.53,54.1,stagnant,TRUE
consultations,2023-W48,week,CH,country,all,agegroup_ili_ari,male,6185.3,94702,5576.9,138.33,2.35,45.9,rising,TRUE
consultations,2023-W49,week,CH,country,all,agegroup_ili_ari,female,7481.8,95684.4,6165.1,165.13,2.56,53.8,stagnant,TRUE
consultations,2023-W49,week,CH,country,all,agegroup_ili_ari,male,6429.9,94573.3,5648.9,143.8,2.41,46.2,stagnant,TRUE
consultations,2023-W50,week,CH,country,all,agegroup_ili_ari,female,8156,101661.8,6812.6,180.01,2.69,60.4,stagnant,TRUE
consultations,2023-W50,week,CH,country,all,agegroup_ili_ari,male,5338.4,100507.4,6234.4,119.39,1.92,39.6,falling,TRUE
consultations,2023-W51,week,CH,country,all,agegroup_ili_ari,female,8687.5,95443.5,6376.7,191.74,2.87,56.5,stagnant,TRUE
consultations,2023-W51,week,CH,country,all,agegroup_ili_ari,male,6680.3,94375.7,5836.3,149.4,2.42,43.5,stagnant,TRUE
consultations,2023-W52,week,CH,country,all,agegroup_ili_ari,female,5772.8,68284.5,2047.9,127.41,4.25,52.2,falling,TRUE
consultations,2023-W52,week,CH,country,all,agegroup_ili_ari,male,5277.6,67778.7,1879.1,118.03,4.26,47.8,stagnant,TRUE
consultations,2024-W01,week,CH,country,all,agegroup_ili_ari,female,6411.7,78440.5,3201.7,141.51,3.47,55.8,stagnant,TRUE
consultations,2024-W01,week,CH,country,all,agegroup_ili_ari,male,5071.9,77580.3,2912.3,113.43,3.02,44.2,stagnant,TRUE
consultations,2024-W02,week,CH,country,all,agegroup_ili_ari,female,7713.4,103380.5,6882.8,170.24,2.56,52.6,rising,TRUE
consultations,2024-W02,week,CH,country,all,agegroup_ili_ari,male,6956.6,102197,6270.2,155.58,2.54,47.4,rising,TRUE
consultations,2024-W03,week,CH,country,all,agegroup_ili_ari,female,7787.7,99489.5,6710.7,171.88,2.55,48.8,stagnant,TRUE
consultations,2024-W03,week,CH,country,all,agegroup_ili_ari,male,8170.6,98508.3,6151.3,182.73,2.93,51.2,rising,TRUE
consultations,2024-W04,week,CH,country,all,agegroup_ili_ari,female,8016,100612.9,6619.1,176.92,2.69,50.6,stagnant,TRUE
consultations,2024-W04,week,CH,country,all,agegroup_ili_ari,male,7819.1,99503.2,6037.9,174.87,2.88,49.4,stagnant,TRUE
consultations,2024-W05,week,CH,country,all,agegroup_ili_ari,female,8717.9,103426.1,6703.4,192.41,2.97,52.2,stagnant,TRUE
consultations,2024-W05,week,CH,country,all,agegroup_ili_ari,male,7996.2,102329.5,6150.6,178.83,2.98,47.8,stagnant,TRUE
consultations,2024-W06,week,CH,country,all,agegroup_ili_ari,female,8475,98370,6334.2,187.05,2.9,51.5,stagnant,TRUE
consultations,2024-W06,week,CH,country,all,agegroup_ili_ari,male,7989.9,97373.2,5840.8,178.69,2.98,48.5,stagnant,TRUE
consultations,2024-W07,week,CH,country,all,agegroup_ili_ari,female,6703.9,94620,5931.5,147.96,2.36,55.4,falling,TRUE
consultations,2024-W07,week,CH,country,all,agegroup_ili_ari,male,5407.7,93432.5,5436.5,120.94,2.08,44.6,falling,TRUE
consultations,2024-W08,week,CH,country,all,agegroup_ili_ari,female,5522.2,96819,6133.2,121.88,1.92,48.6,falling,TRUE
consultations,2024-W08,week,CH,country,all,agegroup_ili_ari,male,5835.6,95776.2,5597.8,130.51,2.23,51.4,stagnant,TRUE
consultations,2024-W09,week,CH,country,all,agegroup_ili_ari,female,5049.7,102290.7,6277.7,111.45,1.82,49.1,stagnant,TRUE
consultations,2024-W09,week,CH,country,all,agegroup_ili_ari,male,5244,101466.9,5762.3,117.28,2.07,50.9,stagnant,TRUE
consultations,2024-W10,week,CH,country,all,agegroup_ili_ari,female,4585.3,102762.9,6428.7,101.2,1.62,48.9,stagnant,TRUE
consultations,2024-W10,week,CH,country,all,agegroup_ili_ari,male,4796.5,101616.4,5873.3,107.27,1.86,51.1,stagnant,TRUE
consultations,2024-W11,week,CH,country,all,agegroup_ili_ari,female,4362.8,99702.9,6525.2,96.29,1.47,55.9,stagnant,TRUE
consultations,2024-W11,week,CH,country,all,agegroup_ili_ari,male,3444.3,98663.9,5967.8,77.03,1.27,44.1,falling,TRUE
consultations,2024-W12,week,CH,country,all,agegroup_ili_ari,female,4299.4,100114.8,6280.6,94.89,1.51,54.7,stagnant,TRUE
consultations,2024-W12,week,CH,country,all,agegroup_ili_ari,male,3563.3,99137.4,5760.4,79.69,1.37,45.3,stagnant,TRUE
consultations,2024-W13,week,CH,country,all,agegroup_ili_ari,female,4199.2,90637.5,5375.1,92.68,1.56,56.8,stagnant,TRUE
consultations,2024-W13,week,CH,country,all,agegroup_ili_ari,male,3191.2,89671.8,4920.9,71.37,1.3,43.2,stagnant,TRUE
consultations,2024-W14,week,CH,country,all,agegroup_ili_ari,female,3689,77378.9,4353.5,81.42,1.45,51.8,falling,TRUE
consultations,2024-W14,week,CH,country,all,agegroup_ili_ari,male,3428.2,76954.6,4006.5,76.67,1.47,48.2,stagnant,TRUE
consultations,2024-W15,week,CH,country,all,agegroup_ili_ari,female,1748.9,98436.8,5484.7,38.6,0.69,39.4,falling,TRUE
