valueCategory,temporal,temporal_type,georegion,georegion_type,subtype,testResult,testResult_type,value,prct,lowerCi,upperCi,prctMean3w,dataComplete,defaultView
samples_hospitalisations,2023-W23,iso_week,CHFL,CHFL,all,positive,pcr,19,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W24,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,52.6,0,TRUE,FALSE
detections_hospitalisations,2023-W24,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,52.6,0,TRUE,FALSE
detections_hospitalisations,2023-W24,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,52.6,0,TRUE,TRUE
detections_hospitalisations,2023-W24,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,52.6,0,TRUE,TRUE
detections_hospitalisations,2023-W24,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,52.6,1.8,TRUE,FALSE
detections_hospitalisations,2023-W24,iso_week,CHFL,CHFL,BA.5,positive,pcr,1,7.1,0.4,58.9,2.4,TRUE,TRUE
detections_hospitalisations,2023-W24,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,52.6,0,TRUE,TRUE
detections_hospitalisations,2023-W24,iso_week,CHFL,CHFL,XBB,positive,pcr,13,92.9,41.1,99.6,95.9,TRUE,TRUE
detections_hospitalisations,2023-W24,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,52.6,0,TRUE,FALSE
samples_hospitalisations,2023-W24,iso_week,CHFL,CHFL,all,positive,pcr,14,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W25,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,66,0,TRUE,FALSE
detections_hospitalisations,2023-W25,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,66,0,TRUE,FALSE
detections_hospitalisations,2023-W25,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,66,0,TRUE,TRUE
detections_hospitalisations,2023-W25,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,66,0,TRUE,TRUE
detections_hospitalisations,2023-W25,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,66,0,TRUE,FALSE
detections_hospitalisations,2023-W25,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,66,2.4,TRUE,TRUE
detections_hospitalisations,2023-W25,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,66,0,TRUE,TRUE
detections_hospitalisations,2023-W25,iso_week,CHFL,CHFL,XBB,positive,pcr,8,100,34,100,97.6,TRUE,TRUE
detections_hospitalisations,2023-W25,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,66,0,TRUE,FALSE
samples_hospitalisations,2023-W25,iso_week,CHFL,CHFL,all,positive,pcr,8,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W26,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,68.9,0,TRUE,FALSE
detections_hospitalisations,2023-W26,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,68.9,0,TRUE,FALSE
detections_hospitalisations,2023-W26,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,68.9,0,TRUE,TRUE
detections_hospitalisations,2023-W26,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,68.9,0,TRUE,TRUE
detections_hospitalisations,2023-W26,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,68.9,0,TRUE,FALSE
detections_hospitalisations,2023-W26,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,68.9,0,TRUE,TRUE
detections_hospitalisations,2023-W26,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,68.9,0,TRUE,TRUE
detections_hospitalisations,2023-W26,iso_week,CHFL,CHFL,XBB,positive,pcr,7,100,31.1,100,100,TRUE,TRUE
detections_hospitalisations,2023-W26,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,68.9,0,TRUE,FALSE
samples_hospitalisations,2023-W26,iso_week,CHFL,CHFL,all,positive,pcr,7,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W27,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,66,0,TRUE,FALSE
detections_hospitalisations,2023-W27,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,66,0,TRUE,FALSE
detections_hospitalisations,2023-W27,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,66,0,TRUE,TRUE
detections_hospitalisations,2023-W27,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,66,0,TRUE,TRUE
detections_hospitalisations,2023-W27,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,66,0,TRUE,FALSE
detections_hospitalisations,2023-W27,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,66,0,TRUE,TRUE
detections_hospitalisations,2023-W27,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,66,2.6,TRUE,TRUE
detections_hospitalisations,2023-W27,iso_week,CHFL,CHFL,XBB,positive,pcr,8,100,34,100,97.4,TRUE,TRUE
detections_hospitalisations,2023-W27,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,66,0,TRUE,FALSE
samples_hospitalisations,2023-W27,iso_week,CHFL,CHFL,all,positive,pcr,8,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W28,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,54.4,0,TRUE,FALSE
detections_hospitalisations,2023-W28,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,54.4,0,TRUE,FALSE
detections_hospitalisations,2023-W28,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,54.4,0,TRUE,TRUE
detections_hospitalisations,2023-W28,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,54.4,0,TRUE,TRUE
detections_hospitalisations,2023-W28,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,54.4,0,TRUE,FALSE
detections_hospitalisations,2023-W28,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,54.4,0,TRUE,TRUE
detections_hospitalisations,2023-W28,iso_week,CHFL,CHFL,BQ.1,positive,pcr,1,7.7,0.4,61,9.2,TRUE,TRUE
detections_hospitalisations,2023-W28,iso_week,CHFL,CHFL,XBB,positive,pcr,12,92.3,39,99.6,90.8,TRUE,TRUE
detections_hospitalisations,2023-W28,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,54.4,0,TRUE,FALSE
samples_hospitalisations,2023-W28,iso_week,CHFL,CHFL,all,positive,pcr,13,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W29,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,75.6,0,TRUE,FALSE
detections_hospitalisations,2023-W29,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,75.6,0,TRUE,FALSE
detections_hospitalisations,2023-W29,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,75.6,1.3,TRUE,TRUE
detections_hospitalisations,2023-W29,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,75.6,0,TRUE,TRUE
detections_hospitalisations,2023-W29,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,75.6,0,TRUE,FALSE
detections_hospitalisations,2023-W29,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,75.6,0,TRUE,TRUE
detections_hospitalisations,2023-W29,iso_week,CHFL,CHFL,BQ.1,positive,pcr,1,20,1.2,84.2,9.2,TRUE,TRUE
detections_hospitalisations,2023-W29,iso_week,CHFL,CHFL,XBB,positive,pcr,4,80,15.8,98.8,89.4,TRUE,TRUE
detections_hospitalisations,2023-W29,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,75.6,0,TRUE,FALSE
samples_hospitalisations,2023-W29,iso_week,CHFL,CHFL,all,positive,pcr,5,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W30,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,38.3,0,TRUE,FALSE
detections_hospitalisations,2023-W30,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,38.3,0,TRUE,FALSE
detections_hospitalisations,2023-W30,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,1,4,0.2,43,2.5,TRUE,TRUE
detections_hospitalisations,2023-W30,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,38.3,0,TRUE,TRUE
detections_hospitalisations,2023-W30,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,38.3,0,TRUE,FALSE
detections_hospitalisations,2023-W30,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,38.3,0,TRUE,TRUE
detections_hospitalisations,2023-W30,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,38.3,6.7,TRUE,TRUE
detections_hospitalisations,2023-W30,iso_week,CHFL,CHFL,XBB,positive,pcr,24,96,57,99.8,90.9,TRUE,TRUE
detections_hospitalisations,2023-W30,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,38.3,0,TRUE,FALSE
samples_hospitalisations,2023-W30,iso_week,CHFL,CHFL,all,positive,pcr,25,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W31,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,34.8,0,TRUE,FALSE
detections_hospitalisations,2023-W31,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,34.8,0,TRUE,FALSE
detections_hospitalisations,2023-W31,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,1,3.4,0.2,39.1,2.5,TRUE,TRUE
detections_hospitalisations,2023-W31,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,34.8,0,TRUE,TRUE
detections_hospitalisations,2023-W31,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,34.8,0.6,TRUE,FALSE
detections_hospitalisations,2023-W31,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,34.8,0,TRUE,TRUE
detections_hospitalisations,2023-W31,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,34.8,0.6,TRUE,TRUE
detections_hospitalisations,2023-W31,iso_week,CHFL,CHFL,XBB,positive,pcr,28,96.6,60.9,99.8,94.4,TRUE,TRUE
detections_hospitalisations,2023-W31,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,34.8,1.9,TRUE,FALSE
samples_hospitalisations,2023-W31,iso_week,CHFL,CHFL,all,positive,pcr,29,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W32,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,22.6,0,TRUE,FALSE
detections_hospitalisations,2023-W32,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,22.6,0,TRUE,FALSE
detections_hospitalisations,2023-W32,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,22.6,1.1,TRUE,TRUE
detections_hospitalisations,2023-W32,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,22.6,0,TRUE,TRUE
detections_hospitalisations,2023-W32,iso_week,CHFL,CHFL,BA.4,positive,pcr,1,1.9,0.1,25.4,1.3,TRUE,FALSE
detections_hospitalisations,2023-W32,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,22.6,0,TRUE,TRUE
detections_hospitalisations,2023-W32,iso_week,CHFL,CHFL,BQ.1,positive,pcr,1,1.9,0.1,25.4,0.6,TRUE,TRUE
detections_hospitalisations,2023-W32,iso_week,CHFL,CHFL,XBB,positive,pcr,48,90.6,64.7,98,95.1,TRUE,TRUE
detections_hospitalisations,2023-W32,iso_week,CHFL,CHFL,other,positive,pcr,3,5.7,0.8,30.6,1.9,TRUE,FALSE
samples_hospitalisations,2023-W32,iso_week,CHFL,CHFL,all,positive,pcr,53,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W33,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,23.3,0,TRUE,FALSE
detections_hospitalisations,2023-W33,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,23.3,0,TRUE,FALSE
detections_hospitalisations,2023-W33,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,23.3,0,TRUE,TRUE
detections_hospitalisations,2023-W33,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,23.3,0,TRUE,TRUE
detections_hospitalisations,2023-W33,iso_week,CHFL,CHFL,BA.4,positive,pcr,1,2,0.1,26.2,1.3,TRUE,FALSE
detections_hospitalisations,2023-W33,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,23.3,0,TRUE,TRUE
detections_hospitalisations,2023-W33,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,23.3,0.6,TRUE,TRUE
detections_hospitalisations,2023-W33,iso_week,CHFL,CHFL,XBB,positive,pcr,50,98,73.8,99.9,95.5,TRUE,TRUE
detections_hospitalisations,2023-W33,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,23.3,2.6,TRUE,FALSE
samples_hospitalisations,2023-W33,iso_week,CHFL,CHFL,all,positive,pcr,51,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W34,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,23.7,0,TRUE,FALSE
detections_hospitalisations,2023-W34,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,23.7,0,TRUE,FALSE
detections_hospitalisations,2023-W34,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,23.7,3.2,TRUE,TRUE
detections_hospitalisations,2023-W34,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,23.7,0,TRUE,TRUE
detections_hospitalisations,2023-W34,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,23.7,0.7,TRUE,FALSE
detections_hospitalisations,2023-W34,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,23.7,0,TRUE,TRUE
detections_hospitalisations,2023-W34,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,23.7,0,TRUE,TRUE
detections_hospitalisations,2023-W34,iso_week,CHFL,CHFL,XBB,positive,pcr,49,98,73.4,99.9,95.4,TRUE,TRUE
detections_hospitalisations,2023-W34,iso_week,CHFL,CHFL,other,positive,pcr,1,2,0.1,26.6,0.7,TRUE,FALSE
samples_hospitalisations,2023-W34,iso_week,CHFL,CHFL,all,positive,pcr,50,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W35,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,20,0,TRUE,FALSE
detections_hospitalisations,2023-W35,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,20,0,TRUE,FALSE
detections_hospitalisations,2023-W35,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,6,9.7,2.3,33.2,7.7,TRUE,TRUE
detections_hospitalisations,2023-W35,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,20,1.4,TRUE,TRUE
detections_hospitalisations,2023-W35,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,20,0,TRUE,FALSE
detections_hospitalisations,2023-W35,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,20,0,TRUE,TRUE
detections_hospitalisations,2023-W35,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,20,0,TRUE,TRUE
detections_hospitalisations,2023-W35,iso_week,CHFL,CHFL,XBB,positive,pcr,56,90.3,66.8,97.7,89.6,TRUE,TRUE
detections_hospitalisations,2023-W35,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,20,1.4,TRUE,FALSE
samples_hospitalisations,2023-W35,iso_week,CHFL,CHFL,all,positive,pcr,62,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W36,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,13.8,0,TRUE,FALSE
detections_hospitalisations,2023-W36,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,13.8,0,TRUE,FALSE
detections_hospitalisations,2023-W36,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,13,13.4,4.8,32.1,9.5,TRUE,TRUE
detections_hospitalisations,2023-W36,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,4,4.1,0.7,20.2,1.4,TRUE,TRUE
detections_hospitalisations,2023-W36,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,13.8,0,TRUE,FALSE
detections_hospitalisations,2023-W36,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,13.8,0,TRUE,TRUE
detections_hospitalisations,2023-W36,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,13.8,0,TRUE,TRUE
detections_hospitalisations,2023-W36,iso_week,CHFL,CHFL,XBB,positive,pcr,78,80.4,60.9,91.5,86.6,TRUE,TRUE
detections_hospitalisations,2023-W36,iso_week,CHFL,CHFL,other,positive,pcr,2,2.1,0.2,17.1,2.5,TRUE,FALSE
samples_hospitalisations,2023-W36,iso_week,CHFL,CHFL,all,positive,pcr,97,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W37,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,14.4,0,TRUE,FALSE
detections_hospitalisations,2023-W37,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,14.4,0,TRUE,FALSE
detections_hospitalisations,2023-W37,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,5,5.4,1.1,22.6,7.1,TRUE,TRUE
detections_hospitalisations,2023-W37,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,14.4,3,TRUE,TRUE
detections_hospitalisations,2023-W37,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,14.4,0,TRUE,FALSE
detections_hospitalisations,2023-W37,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,14.4,0,TRUE,TRUE
detections_hospitalisations,2023-W37,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,14.4,0,TRUE,TRUE
detections_hospitalisations,2023-W37,iso_week,CHFL,CHFL,XBB,positive,pcr,82,89.1,70.4,96.6,85.7,TRUE,TRUE
detections_hospitalisations,2023-W37,iso_week,CHFL,CHFL,other,positive,pcr,5,5.4,1.1,22.6,4.2,TRUE,FALSE
samples_hospitalisations,2023-W37,iso_week,CHFL,CHFL,all,positive,pcr,92,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W38,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,27.9,0,TRUE,FALSE
detections_hospitalisations,2023-W38,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,27.9,0,TRUE,FALSE
detections_hospitalisations,2023-W38,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,1,2.5,0.1,31.4,3.2,TRUE,TRUE
detections_hospitalisations,2023-W38,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,2,5,0.5,34.6,3.8,TRUE,TRUE
detections_hospitalisations,2023-W38,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,27.9,0,TRUE,FALSE
detections_hospitalisations,2023-W38,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,27.9,0,TRUE,TRUE
detections_hospitalisations,2023-W38,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,27.9,0.5,TRUE,TRUE
detections_hospitalisations,2023-W38,iso_week,CHFL,CHFL,XBB,positive,pcr,35,87.5,56.6,97.4,88.4,TRUE,TRUE
detections_hospitalisations,2023-W38,iso_week,CHFL,CHFL,other,positive,pcr,2,5,0.5,34.6,4,TRUE,FALSE
samples_hospitalisations,2023-W38,iso_week,CHFL,CHFL,all,positive,pcr,40,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W39,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,20,0,TRUE,FALSE
detections_hospitalisations,2023-W39,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,20,0,TRUE,FALSE
detections_hospitalisations,2023-W39,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,1,1.6,0.1,22.5,1.4,TRUE,TRUE
detections_hospitalisations,2023-W39,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,4,6.5,1.1,29.2,4.9,TRUE,TRUE
detections_hospitalisations,2023-W39,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,20,0,TRUE,FALSE
detections_hospitalisations,2023-W39,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,20,0,TRUE,TRUE
detections_hospitalisations,2023-W39,iso_week,CHFL,CHFL,BQ.1,positive,pcr,1,1.6,0.1,22.5,0.5,TRUE,TRUE
detections_hospitalisations,2023-W39,iso_week,CHFL,CHFL,XBB,positive,pcr,55,88.7,64.8,97.1,90,TRUE,TRUE
detections_hospitalisations,2023-W39,iso_week,CHFL,CHFL,other,positive,pcr,1,1.6,0.1,22.5,3.3,TRUE,FALSE
samples_hospitalisations,2023-W39,iso_week,CHFL,CHFL,all,positive,pcr,62,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W40,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,14,0,TRUE,FALSE
detections_hospitalisations,2023-W40,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,14,0,TRUE,FALSE
detections_hospitalisations,2023-W40,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,14,0.5,TRUE,TRUE
detections_hospitalisations,2023-W40,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,3,3.2,0.5,19,4.6,TRUE,TRUE
detections_hospitalisations,2023-W40,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,14,0,TRUE,FALSE
detections_hospitalisations,2023-W40,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,14,0,TRUE,TRUE
detections_hospitalisations,2023-W40,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,14,0.5,TRUE,TRUE
detections_hospitalisations,2023-W40,iso_week,CHFL,CHFL,XBB,positive,pcr,89,93.7,76.6,98.5,91.4,TRUE,TRUE
detections_hospitalisations,2023-W40,iso_week,CHFL,CHFL,other,positive,pcr,3,3.2,0.5,19,3,TRUE,FALSE
samples_hospitalisations,2023-W40,iso_week,CHFL,CHFL,all,positive,pcr,95,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W41,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,13.9,0,TRUE,FALSE
detections_hospitalisations,2023-W41,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,13.9,0,TRUE,FALSE
detections_hospitalisations,2023-W41,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,13.9,0.4,TRUE,TRUE
detections_hospitalisations,2023-W41,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,4,4.2,0.7,20.3,7.7,TRUE,TRUE
detections_hospitalisations,2023-W41,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,13.9,0,TRUE,FALSE
detections_hospitalisations,2023-W41,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,13.9,0,TRUE,TRUE
detections_hospitalisations,2023-W41,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,13.9,0,TRUE,TRUE
detections_hospitalisations,2023-W41,iso_week,CHFL,CHFL,XBB,positive,pcr,88,91.7,74,97.7,88.4,TRUE,TRUE
detections_hospitalisations,2023-W41,iso_week,CHFL,CHFL,other,positive,pcr,4,4.2,0.7,20.3,3.6,TRUE,FALSE
samples_hospitalisations,2023-W41,iso_week,CHFL,CHFL,all,positive,pcr,96,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W42,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,14.8,0,TRUE,FALSE
detections_hospitalisations,2023-W42,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,14.8,0,TRUE,FALSE
detections_hospitalisations,2023-W42,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,1,1.1,0.1,16.7,0.8,TRUE,TRUE
detections_hospitalisations,2023-W42,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,14,15.7,5.9,35.7,9,TRUE,TRUE
detections_hospitalisations,2023-W42,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,14.8,0,TRUE,FALSE
detections_hospitalisations,2023-W42,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,14.8,0,TRUE,TRUE
detections_hospitalisations,2023-W42,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,14.8,0,TRUE,TRUE
detections_hospitalisations,2023-W42,iso_week,CHFL,CHFL,XBB,positive,pcr,71,79.8,59.3,91.4,87,TRUE,TRUE
detections_hospitalisations,2023-W42,iso_week,CHFL,CHFL,other,positive,pcr,3,3.4,0.5,20.1,3.3,TRUE,FALSE
samples_hospitalisations,2023-W42,iso_week,CHFL,CHFL,all,positive,pcr,89,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W43,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,15.3,0,TRUE,FALSE
detections_hospitalisations,2023-W43,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,15.3,0.3,TRUE,FALSE
detections_hospitalisations,2023-W43,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,1,1.2,0.1,17.2,0.8,TRUE,TRUE
detections_hospitalisations,2023-W43,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,6,7,1.6,25.5,13.2,TRUE,TRUE
detections_hospitalisations,2023-W43,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,15.3,0,TRUE,FALSE
detections_hospitalisations,2023-W43,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,15.3,0,TRUE,TRUE
detections_hospitalisations,2023-W43,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,15.3,0,TRUE,TRUE
detections_hospitalisations,2023-W43,iso_week,CHFL,CHFL,XBB,positive,pcr,77,89.5,70.1,96.9,82.5,TRUE,TRUE
detections_hospitalisations,2023-W43,iso_week,CHFL,CHFL,other,positive,pcr,2,2.3,0.2,19,3.2,TRUE,FALSE
samples_hospitalisations,2023-W43,iso_week,CHFL,CHFL,all,positive,pcr,86,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W44,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,11.1,0,TRUE,FALSE
detections_hospitalisations,2023-W44,iso_week,CHFL,CHFL,BA.2,positive,pcr,1,0.8,0,12.5,0.5,TRUE,FALSE
detections_hospitalisations,2023-W44,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,11.1,0.4,TRUE,TRUE
detections_hospitalisations,2023-W44,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,21,16.9,7.6,33.6,15.4,TRUE,TRUE
detections_hospitalisations,2023-W44,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,11.1,0,TRUE,FALSE
detections_hospitalisations,2023-W44,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,11.1,0,TRUE,TRUE
detections_hospitalisations,2023-W44,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,11.1,0,TRUE,TRUE
detections_hospitalisations,2023-W44,iso_week,CHFL,CHFL,XBB,positive,pcr,97,78.2,61,89.2,80.3,TRUE,TRUE
detections_hospitalisations,2023-W44,iso_week,CHFL,CHFL,other,positive,pcr,5,4,0.8,17.5,3.3,TRUE,FALSE
